,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
3862,POTS-1,b,POTS-1 b,Transit,0,1,3.1606296,8.02929488,,88.06,0.002204433,Mass,0.941,,0,0,0,0,13h34m26.13s,203.608877,-66d34m52.0s,-66.58111600000001,1200.0,760.02,17.94,V (Johnson),17.26,4400.0,0.69,0.59,2014-05-14,La Silla Observatory
3868,PSR J1719-1438,b,PSR J1719-1438 b,Pulsar Timing,0,1,0.09070629,0.9461408000000001,0.06,,0.00114516,Mass,,23.0,0,0,0,0,17h19m10.07s,259.791971,-14d38m01.0s,-14.6336,1200.0,,,,,4500.0,1.4,0.04,2014-05-14,Parkes Observatory
3870,Pr0201,b,Pr0201 b,Radial Velocity,0,1,4.4264,12.90192,0.0,,0.000515322,Msini,,,0,0,0,0,08h41m43.82s,130.432596,+20d13m36.8s,20.226891000000002,181.54,181.54,10.52,V (Johnson),10.350999999999999,6174.0,1.24,1.15,2018-09-06,Fred Lawrence Whipple Observatory
3871,Pr0211,b,Pr0211 b,Radial Velocity,0,2,2.1461,6.829416320000001,0.011,,0.001794084,Msini,,,0,0,0,0,08h42m11.49s,130.54788200000002,+19d16m37.4s,19.277044,183.68,183.68,12.06,V (Johnson),11.927999999999999,5300.0,0.94,0.83,2016-02-11,Fred Lawrence Whipple Observatory
3872,Pr0211,c,Pr0211 c,Radial Velocity,0,2,4850.0,1182.6760000000002,0.71,,0.007433997,Msini,,,0,0,0,0,08h42m11.49s,130.54788200000002,+19d16m37.4s,19.277044,183.68,183.68,12.06,V (Johnson),11.927999999999999,5300.0,0.94,0.83,2016-02-11,Roque de los Muchachos Observatory
3873,Proxima Cen,b,Proxima Cen b,Radial Velocity,0,1,11.186,10.429052,0.35,,3.8172000000000005e-06,Msini,,,0,0,0,0,14h29m42.95s,217.42895499999997,-62d40m46.1s,-62.679485,1.3,1.3,11.11,V (Johnson),8.954,3050.0,0.12,0.14,2016-08-25,European Southern Observatory
3874,Qatar-1,b,Qatar-1 b,Transit,0,1,1.4200242,5.0145462400000005,0.0,84.08,0.0012348642,Mass,1.143,1.076,0,0,0,1,20h13m31.60s,303.38167200000004,+65d09m43.3s,65.162041,186.61,186.61,12.843,V (Johnson),12.475999999999999,5013.0,0.84,0.8,2016-09-15,Qatar
3875,Qatar-10,b,Qatar-10 b,Transit,0,1,1.645321,6.149915200000001,0.0,85.87,0.0007023648,Mass,1.5430000000000001,0.248,0,0,0,0,18h57m46.537s,284.44390400000003,+69d34m15.01s,69.570836,539.0,568.21,12.879000000000001,V (Johnson),12.698,6124.0,1.16,1.25,2019-05-02,Qatar
3876,Qatar-2,b,Qatar-2 b,Transit,0,1,1.33711647,4.62963896,0.0,86.12,0.0023800242,Mass,1.254,1.573,0,0,1,1,13h50m37.41s,207.655866,-06d48m14.5s,-6.804028,182.32,182.32,13.3,V (Johnson),13.027999999999999,4645.0,0.74,0.78,2014-11-05,Qatar
3877,Qatar-3,b,Qatar-3 b,Transit,0,1,2.5079204,8.13466056,0.0,86.8,0.0041130329999999994,Mass,1.0959999999999999,4.0,0,0,0,0,23h56m36.48s,359.152008,+36d12m46.7s,36.212971,750.99,750.99,12.88,V (Johnson),12.82,6007.0,1.15,1.27,2017-04-27,Qatar
3878,Qatar-4,b,Qatar-4 b,Transit,0,1,1.8053564,6.027346960000001,0.0,87.5,0.00582123,Mass,1.135,5.1,0,0,0,0,00h19m26.22s,4.859266000000001,+44d01m39.5s,44.027640999999996,332.17,332.17,13.6,V (Johnson),13.411,5215.0,0.9,0.85,2017-04-27,Qatar
3879,Qatar-5,b,Qatar-5 b,Transit,0,1,2.8792319,8.87437064,0.0,88.74,0.004122576,Mass,1.107,3.95,0,0,0,0,00h28m12.94s,7.053897999999999,+42d03m40.8s,42.061333000000005,371.39,371.39,12.82,V (Johnson),12.524000000000001,5747.0,1.13,1.08,2017-04-27,Qatar
3880,Qatar-6,b,Qatar-6 b,Transit,0,1,3.506195,9.0958536,0.0,86.01,0.0006374724000000001,Mass,1.062,,0,0,0,0,14h48m50.42s,222.210083,+22d09m09.40s,22.152611,101.14,101.14,11.437999999999999,V (Johnson),11.125,5052.0,0.82,0.72,2019-11-21,Qatar
3881,Qatar-7,b,Qatar-7 b,Transit,0,1,2.032046,7.569126400000001,0.0,89.0,0.001794084,Mass,1.7,0.502,0,0,0,1,23h54m03.63s,358.515125,+37d01m18.57s,37.021825,725.0,720.24,13.03,V (Johnson),12.927,6387.0,1.41,1.56,2020-05-07,Qatar
3882,Qatar-8,b,Qatar-8 b,Transit,0,1,3.71495,10.1925168,0.0,89.29,0.00035404530000000004,Mass,1.285,0.216,0,0,0,0,10h29m38.962s,157.412342,+70d31m37.50s,70.52708299999999,276.7,283.78,11.526,V (Johnson),11.349,5738.0,1.03,1.31,2019-05-02,Qatar
3883,Qatar-9,b,Qatar-9 b,Transit,0,1,1.540731,5.031748800000001,0.0,89.23,0.001135617,Mass,1.0090000000000001,1.43,0,0,0,0,10h42m59.543s,160.748096,+60d57m50.83s,60.964119,211.4,215.1,14.133,V (Johnson),13.687000000000001,4309.0,0.72,0.7,2019-05-02,Qatar
3887,Ross 128,b,Ross 128 b,Radial Velocity,0,1,9.8658,10.665587200000001,0.116,,4.19892e-06,Msini,,,0,0,1,1,11h47m44.40s,176.93498200000002,+00d48m16.4s,0.804563,3.38,3.37,11.15,V (Johnson),9.591000000000001,3192.0,0.17,0.2,2017-11-17,La Silla Observatory
3888,Ross 458,c,Ross 458 c,Imaging,0,1,,251157.37600000002,,,0.005998119048,Mass,1.22,,0,0,0,0,13h00m46.58s,195.19409199999998,+12d22m32.6s,12.375724,11.51,11.51,9.72,V (Johnson),8.908,3621.0,0.49,0.63,2014-05-14,Las Campanas Observatory
3890,SWEEPS-11,b,SWEEPS-11 b,Transit,0,1,1.796,6.45096,,,0.00925671,Mass,1.13,,0,0,0,0,17h59m02.00s,269.758333,-29d11m53.5s,-29.198194,8500.0,,19.83,V (Johnson),,,1.1,1.45,2014-05-14,Hubble Space Telescope
3891,SWEEPS-4,b,SWEEPS-4 b,Transit,0,1,4.2,11.82676,,,0.00362634,Mass,0.81,,0,0,0,0,17h58m53.92s,269.724667,-29d11m20.6s,-29.189056,8500.0,,18.8,V (Johnson),,,1.24,1.18,2014-05-14,Hubble Space Telescope
3892,TAP 26,b,TAP 26 b,Radial Velocity,0,1,10.79,20.8150976,,,0.001584138,Msini,,,0,0,0,1,04h18m51.70s,64.715416,+17d23m16.6s,17.387936,147.0,121.83,,,11.81,4620.0,1.04,1.17,2017-02-02,Multiple Facilities
3895,TOI-1130,c,TOI-1130 c,Transit,0,2,8.350381,15.262971360000002,0.047,87.43,0.0009294882,Mass,1.5,0.38,0,0,0,0,19h05m30.24s,286.376,-41d26m15.49s,-41.437636,58.36,58.36,11.368,V (Johnson),10.902999999999999,4250.0,0.68,0.69,2020-04-02,Transiting Exoplanet Survey Satellite (TESS)
3896,TOI-1235,b,TOI-1235 b,Transit,0,1,3.444729,8.2679804,0.15,88.1,2.0746482e-05,Mass,0.155,7.4,0,0,0,0,10h08m52.38s,152.21825,+69d16m35.83s,69.276619,39.63,39.68,11.495,V (Johnson),10.849,3872.0,0.64,0.63,2020-06-04,Transiting Exoplanet Survey Satellite (TESS)
3897,TOI-125,b,TOI-125 b,Transit,0,3,4.65382,11.151559520000001,0.194,88.92,2.8524026999999997e-05,Mass,0.243,2.57,0,0,0,0,01h34m22.735s,23.594729,-66d40m32.95s,-66.67581899999999,111.4,111.41,10.892000000000001,V (Johnson),10.718,5320.0,0.86,0.85,2020-02-13,Transiting Exoplanet Survey Satellite (TESS)
3898,TOI-125,c,TOI-125 c,Transit,0,3,9.15059,17.5036048,0.066,88.54,1.9906698e-05,Mass,0.24600000000000002,1.73,0,0,0,0,01h34m22.735s,23.594729,-66d40m32.95s,-66.67581899999999,111.4,111.41,10.892000000000001,V (Johnson),10.718,5320.0,0.86,0.85,2020-02-13,Transiting Exoplanet Survey Satellite (TESS)
3899,TOI-125,d,TOI-125 d,Transit,0,3,19.98,29.459384000000004,0.168,88.795,4.0834496999999995e-05,Mass,0.261,2.98,0,0,0,0,01h34m22.735s,23.594729,-66d40m32.95s,-66.67581899999999,111.4,111.41,10.892000000000001,V (Johnson),10.718,5320.0,0.86,0.85,2020-02-13,Transiting Exoplanet Survey Satellite (TESS)
3900,TOI-132,b,TOI-132 b,Transit,0,1,2.1097019,5.590832,0.059,85.03,6.7259064e-05,Mass,0.305,3.08,0,0,0,1,22h33m35.8683s,338.399451,-43d26m11.9167s,-43.436644,164.47,164.45,,,11.321,5397.0,0.97,0.9,2020-02-27,Transiting Exoplanet Survey Satellite (TESS)
3901,TOI-1338,b,TOI-1338 b,Transit,0,1,95.174,99.0652424,0.088,89.37,9.908496899999999e-05,Mass,0.611,0.56,0,0,0,2,06h08m31.97s,92.133208,-59d32m28.08s,-59.541132999999995,403.66,403.66,11.72,V (Johnson),11.876,6050.0,1.13,1.33,2020-06-04,Transiting Exoplanet Survey Satellite (TESS)
3902,TOI-150,b,TOI-150.01,Transit,0,1,5.857487,15.131801840000001,0.262,88.09,0.0023952929999999997,Mass,1.255,1.68,0,0,0,0,07h31m51.76s,112.965667,-73d36m22.15s,-73.606153,336.0,339.56,,,11.341,6255.0,1.35,1.53,2019-11-07,Transiting Exoplanet Survey Satellite (TESS)
3903,TOI-163,b,TOI-163 b,Transit,0,1,4.231306,12.471856,0.0,87.24,0.001164246,Mass,1.489,0.49,0,0,0,0,05h19m04.3s,79.76791700000001,-71d53m43.9s,-71.895528,416.5,416.5,,,11.219000000000001,6495.0,1.44,1.65,2019-11-07,Transiting Exoplanet Survey Satellite (TESS)
3904,TOI-172,b,TOI-172 b,Transit,0,1,9.47725,19.6539248,0.3806,88.2,0.005172306,Mass,0.965,7.53,0,0,0,0,21h06m31.65s,316.631875,-26d41m34.29s,-26.692858,336.47,346.02,,,11.193,5645.0,1.13,1.78,2019-03-28,Transiting Exoplanet Survey Satellite (TESS)
3905,TOI-216,c,TOI-216.01,Transit,0,2,34.556,44.4901208,0.029,89.83,0.0006005123610000001,Mass,1.0070000000000001,0.76,1,0,0,0,04h55m55.25s,73.98020799999999,-63d15m36.2s,-63.260056000000006,178.84,178.86,12.324000000000002,V (Johnson),12.163,5026.0,0.87,0.84,2019-05-09,Transiting Exoplanet Survey Satellite (TESS)
3906,TOI-216,b,TOI-216.02,Transit,0,2,17.089,27.803637600000002,0.132,88.36399999999999,9.007637700000001e-05,Mass,0.6859999999999999,0.34,1,0,0,0,04h55m55.25s,73.98020799999999,-63d15m36.2s,-63.260056000000006,178.84,178.86,12.324000000000002,V (Johnson),12.163,5026.0,0.87,0.84,2019-05-09,Transiting Exoplanet Survey Satellite (TESS)
3910,TOI-677,b,TOI-677 b,Transit,0,1,11.2366,22.320321600000003,0.435,87.63,0.0011795148,Mass,1.17,,0,0,0,0,09h36m28.65s,144.119375,-50d27m47.14s,-50.463094,142.39,142.39,9.8,V (Johnson),9.661,6295.0,1.18,1.28,2020-05-07,Transiting Exoplanet Survey Satellite (TESS)
3912,TRAPPIST-1,b,TRAPPIST-1 b,Transit,0,7,1.51087081,2.38900552,0.081,89.65,2.547981e-06,Mass,0.09699999999999999,3.6,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,12.43,18.8,V (Johnson),15.645,2559.0,0.08,0.12,2017-02-22,La Silla Observatory
3913,TRAPPIST-1,c,TRAPPIST-1 c,Transit,0,7,2.4218233,3.27063672,0.083,89.67,4.141662000000001e-06,Mass,0.094,6.45,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,12.43,18.8,V (Johnson),15.645,2559.0,0.08,0.12,2017-02-22,La Silla Observatory
3914,TRAPPIST-1,d,TRAPPIST-1 d,Transit,0,7,4.04961,4.610286080000001,0.07,89.75,1.2310470000000002e-06,Mass,0.069,4.9,1,0,1,2,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,12.43,18.8,V (Johnson),15.645,2559.0,0.08,0.12,2017-02-22,La Silla Observatory
3915,TRAPPIST-1,e,TRAPPIST-1 e,Transit,0,7,6.099615,6.05745144,0.085,89.86,1.860885e-06,Mass,0.08199999999999999,4.4,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,12.43,18.8,V (Johnson),15.645,2559.0,0.08,0.12,2017-02-22,Multiple Observatories
3916,TRAPPIST-1,f,TRAPPIST-1 f,Transit,0,7,9.20669,7.977687200000001,0.063,89.68,2.042202e-06,Mass,0.09300000000000001,3.3,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,12.43,18.8,V (Johnson),15.645,2559.0,0.08,0.12,2017-02-22,Multiple Observatories
3917,TRAPPIST-1,g,TRAPPIST-1 g,Transit,0,7,12.35294,9.697943200000001,0.061,89.71,4.027146000000001e-06,Mass,0.10099999999999999,5.2,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,12.43,18.8,V (Johnson),15.645,2559.0,0.08,0.12,2017-02-22,Multiple Observatories
3919,TYC 1422-614-1,b,TYC 1422-614-1 b,Radial Velocity,0,2,198.4,148.37207999999998,0.06,,0.0023857500000000003,Msini,,,0,0,0,0,10h17m06.67s,154.277798,+19d33m30.5s,19.558472000000002,759.0,685.52,10.21,V (Johnson),9.913,4806.0,1.15,6.85,2014-10-29,Multiple Observatories
3920,TYC 1422-614-1,c,TYC 1422-614-1 c,Radial Velocity,0,2,559.3,294.59384000000006,0.048,,0.009543000000000001,Msini,,,0,0,0,0,10h17m06.67s,154.277798,+19d33m30.5s,19.558472000000002,759.0,685.52,10.21,V (Johnson),9.913,4806.0,1.15,6.85,2014-10-29,Multiple Observatories
3921,TYC 3318-01333-1,b,TYC 3318-01333-1 b,Radial Velocity,0,1,562.0,304.055248,0.098,,0.003263706,Msini,,,0,0,0,0,03h02m19.79s,45.582458,+49d44m39.0s,49.74416,497.41,497.41,,,9.463,4776.0,1.19,5.9,2018-01-25,Multiple Observatories
3922,TYC 3667-1280-1,b,TYC 3667-1280-1 b,Radial Velocity,0,1,26.468,45.15672,0.036,,0.005153220000000001,Msini,,,0,0,0,0,00h51m32.96s,12.887344,+58d25m34.2s,58.42616700000001,481.0,483.95,9.86,V (Johnson),9.423,5130.0,1.87,6.26,2016-03-31,McDonald Observatory
3923,TYC 4282-00605-1,b,TYC 4282-00605-1 b,Radial Velocity,0,1,101.54,90.743504,0.28,,0.010287354,Msini,,,0,0,0,0,22h55m29.21s,343.871704,+62d14m21.1s,62.23918199999999,700.0,470.32,10.58,V (Johnson),9.908999999999999,4300.0,0.97,16.21,2017-06-29,Roque de los Muchachos Observatory
3925,Teegarden's Star,b,Teegarden's Star b,Radial Velocity,0,2,4.91,5.4188064,0.0,,3.14919e-06,Msini,,,0,0,0,0,02h53m00.89s,43.253708,+16d52m52.64s,16.881289000000002,3.83,3.83,15.08,V (Johnson),12.275,2904.0,0.09,0.11,2019-06-27,Calar Alto Observatory
3926,Teegarden's Star,c,Teegarden's Star c,Radial Velocity,0,2,11.409,9.5259176,0.0,,3.330507e-06,Msini,,,0,0,0,0,02h53m00.89s,43.253708,+16d52m52.64s,16.881289000000002,3.83,3.83,15.08,V (Johnson),12.275,2904.0,0.09,0.11,2019-06-27,Calar Alto Observatory
3929,TrES-3,b,TrES-3 b,Transit,0,1,1.30618581,4.90703024,0.0,81.85,0.0018227130000000001,Mass,1.3359999999999999,0.994,0,0,0,1,17h52m07.02s,268.029265,+37d32m46.2s,37.546154,228.0,232.89,12.402000000000001,V (Johnson),12.2,5650.0,0.93,0.83,2014-05-14,TrES
3931,TrES-5,b,TrES-5 b,Transit,0,1,1.48224686,5.28763688,,84.27,0.001708197,Mass,1.194,1.31,0,0,0,0,20h20m53.24s,305.22184100000004,+59d26m55.6s,59.448788,364.1,364.1,13.718,V (Johnson),13.46,5171.0,0.9,0.87,2015-04-16,TrES
3938,V0391 Peg,b,V0391 Peg b,Pulsation Timing Variations,0,1,1170.0,365.5544,0.0,,0.0030537600000000004,Msini,,,0,0,0,0,22h04m12.11s,331.05044,+26d25m07.9s,26.41886,1400.0,1238.7,14.57,V (Johnson),14.59,29300.0,0.5,0.23,2015-05-14,Multiple Observatories
3943,V830 Tau,b,V830 Tau b,Radial Velocity,0,1,4.927,12.256824000000002,,55.0,0.00066801,Mass,,,0,0,0,1,04h33m10.03s,68.291803,+24d33m43.4s,24.56205,150.0,130.6,12.377,V (Johnson),11.693,4250.0,1.0,2.0,2016-12-01,Multiple Observatories
3945,WASP-1,b,WASP-1 b,Transit,0,1,2.5199454,8.36259448,0.0,90.0,0.0008149722,Mass,1.483,0.348,0,0,0,1,00h20m40.07s,5.166978,+31d59m24.0s,31.989990000000002,397.29,397.29,11.79,V (Johnson),11.535,,1.24,1.47,2014-05-14,SuperWASP
3946,WASP-10,b,WASP-10 b,Transit,0,1,3.0927616,8.130359920000002,,88.49,0.003006045,Mass,1.08,4.14,0,0,0,0,23h15m58.30s,348.992912,+31d27m46.3s,31.462852,141.57,141.57,12.7,V (Johnson),12.174000000000001,4675.0,0.75,0.7,2014-05-14,SuperWASP
3949,WASP-103,b,WASP-103 b,Transit,0,1,0.925542,4.2683852,,86.3,0.001421907,Mass,1.528,0.55,0,0,0,0,16h37m15.57s,249.31486800000002,+07d11m00.1s,7.183352,470.0,879.52,12.1,V (Johnson),12.193,6110.0,1.22,1.44,2014-05-14,SuperWASP
3950,WASP-104,b,WASP-104 b,Transit,0,1,1.7554137,6.27463376,0.0,83.63,0.0012138696,Mass,1.137,1.074,0,0,0,0,10h42m24.58s,160.602432,+07d26m06.1s,7.435026,143.0,186.92,11.12,V (Johnson),11.593,5475.0,1.08,0.96,2014-09-25,SuperWASP
3951,WASP-105,b,WASP-105 b,Transit,0,1,7.87288,16.1274,0.0,89.7,0.0017177400000000002,Mass,0.96,2.65,0,0,0,0,01h36m40.24s,24.167667,-50d39m32.5s,-50.659027,252.52,252.52,12.1,V (Johnson),11.845,5070.0,0.89,0.9,2017-08-17,SuperWASP-South
3953,WASP-107,b,WASP-107 b,Transit,0,1,5.72149,11.82676,0.0,89.7,0.000114516,Mass,0.94,0.19,0,0,0,0,12h33m32.85s,188.38687099999999,-10d08m46.1s,-10.146149000000001,64.86,64.86,11.470999999999998,V (Johnson),11.174000000000001,4430.0,0.69,0.66,2017-08-17,SuperWASP-South
3955,WASP-113,b,WASP-113 b,Transit,0,1,4.54216875,12.654633200000001,0.0,86.46,0.0004532925,Mass,1.409,0.228,0,0,0,0,14h59m29.47s,224.872776,+46d57m36.4s,46.960117,360.0,440.67,11.770999999999999,V (Johnson),11.604000000000001,5890.0,1.32,1.61,2016-07-18,SuperWASP-North
3956,WASP-114,b,WASP-114 b,Transit,0,1,1.5487743,6.13056232,0.012,83.96,0.0016881567,Mass,1.339,0.97,0,0,0,0,21h50m39.46s,327.664437,+10d27m48.5s,10.463482,460.0,418.48,12.743,V (Johnson),16.108,5940.0,1.29,1.43,2016-07-18,SuperWASP-North
3958,WASP-118,b,WASP-118 b,Transit,0,1,4.0460435,11.72569496,0.0,88.7,0.0004905102000000001,Mass,1.44,0.233,0,0,0,0,01h18m12.13s,19.550542999999998,+02d42m10.2s,2.702824,380.53,380.53,11.02,V (Johnson),10.92,6410.0,1.32,1.7,2016-09-08,SuperWASP
3959,WASP-119,b,WASP-119 b,Transit,0,1,2.49979,7.8056616000000005,0.058,85.0,0.001173789,Mass,1.4,0.7,0,0,0,0,03h43m44.03s,55.933441,-65d11m37.9s,-65.193855,333.0,305.11,12.2,V (Johnson),12.100999999999999,5650.0,1.02,1.2,2016-05-05,SuperWASP-South
3960,WASP-12,b,WASP-12 b,Transit,0,1,1.09142,4.9887424,,83.52,0.0013980495000000001,Mass,1.9369999999999998,0.267,1,0,0,2,06h30m32.79s,97.63664,+29d40m20.2s,29.672290999999998,432.48,432.48,11.69,V (Johnson),11.5,6360.0,1.43,1.66,2019-07-11,SuperWASP
3961,WASP-120,b,WASP-120 b,Transit,0,1,3.6112706,11.052644800000001,0.057,82.54,0.004628355,Mass,1.473,2.0,0,0,0,0,04h10m27.85s,62.616051,-45d53m53.6s,-45.89822,437.0,385.41,11.0,V (Johnson),10.899000000000001,6450.0,1.39,1.87,2016-06-03,SuperWASP
3962,WASP-121,b,WASP-121 b,Transit,0,1,1.2749255,5.47041408,0.0,87.6,0.0011289369000000002,Mass,1.865,0.243,0,0,0,0,07h10m24.07s,107.600275,-39d05m50.6s,-39.097393,270.0,272.01,10.44,V (Johnson),10.375,6459.0,1.35,1.46,2016-06-23,SuperWASP
3963,WASP-123,b,WASP-123 b,Transit,0,1,2.9776412,9.166814160000001,0.0,85.74,0.0008579157,Mass,1.318,0.521,0,0,0,0,19h17m54.88s,289.47867599999995,-32d51m40.1s,-32.861129999999996,214.0,,11.1,V (Johnson),16.555,5740.0,1.17,1.28,2016-06-03,SuperWASP
3964,WASP-124,b,WASP-124 b,Transit,0,1,3.37265,9.654936800000002,0.017,86.3,0.00057258,Mass,1.24,0.43,0,0,0,0,22h10m51.44s,332.714323,-30d44m58.8s,-30.749671999999997,433.0,454.38,12.7,V (Johnson),12.575,6050.0,1.07,1.02,2016-05-05,SuperWASP-South
3967,WASP-127,b,WASP-127 b,Transit,0,1,4.178062,11.181664,,88.7,0.000171774,Mass,1.37,0.09,0,0,0,1,10h42m14.08s,160.55867,-03d50m06.2s,-3.835064,102.0,160.23,10.15,V (Johnson),10.054,5620.0,1.08,1.39,2016-12-01,SuperWASP
3968,WASP-129,b,WASP-129 b,Transit,0,1,5.748145,13.5040096,0.096,87.7,0.0009543,Mass,0.93,1.6,0,0,0,0,11h45m11.75s,176.29896499999998,-42d03m50.1s,-42.063927,246.0,304.06,12.3,V (Johnson),11.812999999999999,5900.0,1.0,0.9,2016-05-05,SuperWASP-South
3970,WASP-130,b,WASP-130 b,Transit,0,1,11.55098,21.7612384,0.0,88.66,0.001173789,Mass,0.89,2.34,0,0,0,0,13h32m25.44s,203.105988,-42d28m31.0s,-42.475273,180.0,173.1,11.1,V (Johnson),10.972000000000001,5625.0,1.04,0.96,2016-12-01,SuperWASP-South
3971,WASP-131,b,WASP-131 b,Transit,0,1,5.322023,13.0524424,0.0,85.0,0.000257661,Mass,1.22,0.2,0,0,0,0,14h00m46.45s,210.19354199999998,-30d35m00.8s,-30.583567,250.0,201.18,10.1,V (Johnson),9.867,6030.0,1.06,1.53,2016-12-01,SuperWASP-South
3972,WASP-132,b,WASP-132 b,Transit,0,1,7.133521,14.407144000000002,0.0,89.6,0.000391263,Mass,0.87,0.84,0,0,0,0,14h30m26.19s,217.60913100000002,-46d09m33.0s,-46.15918,120.0,123.35,12.4,V (Johnson),11.754000000000001,4775.0,0.8,0.74,2016-12-01,SuperWASP-South
3973,WASP-133,b,WASP-133 b,Transit,0,1,2.176423,7.418604000000001,0.17,87.0,0.001106988,Mass,1.21,0.88,0,0,0,0,20h58m18.09s,314.575373,-35d47m47.6s,-35.796555,547.0,567.57,12.9,V (Johnson),12.715,5700.0,1.16,1.44,2016-05-05,SuperWASP-South
3974,WASP-135,b,WASP-135 b,Transit,0,1,1.4013794,5.2252776,0.0,82.0,0.00181317,Mass,1.3,1.16,0,0,0,1,17h49m08.39s,267.28497400000003,+29d52m44.8s,29.879107,300.0,300.8,13.28,V (Johnson),13.004000000000001,5675.0,0.98,0.96,2015-12-03,SuperWASP
3975,WASP-136,b,WASP-136 b,Transit,0,1,5.215357,14.213615200000001,,84.7,0.001440993,Mass,1.38,0.773,0,0,0,0,00h01m18.18s,0.32575,-08d55m34.8s,-8.926325,164.0,277.71,9.98,V (Johnson),9.818999999999999,6260.0,1.41,2.21,2016-12-01,SuperWASP
3976,WASP-138,b,WASP-138 b,Transit,0,1,3.634433,10.6225808,,88.5,0.001164246,Mass,1.09,1.2,0,0,0,0,02h46m33.38s,41.639084000000004,-00d27m50.1s,-0.463922,308.0,419.16,11.81,V (Johnson),11.687000000000001,6272.0,1.22,1.36,2016-12-01,SuperWASP
3977,WASP-139,b,WASP-139 b,Transit,0,1,5.924262,13.331984,0.0,88.9,0.00011165310000000002,Mass,0.8,0.31,0,0,0,0,03h18m14.93s,49.562228999999995,-41d18m07.7s,-41.302147,230.0,213.78,12.4,V (Johnson),12.270999999999999,5310.0,0.92,0.8,2016-12-01,SuperWASP-South
3979,WASP-140,b,WASP-140 b,Transit,0,1,2.2359835,6.945533600000001,0.047,83.3,0.002328492,Mass,1.44,1.1,0,0,0,0,04h01m32.55s,60.385619999999996,-20d27m03.9s,-20.451092000000003,180.0,118.0,11.1,V (Johnson),10.82,5260.0,0.9,0.87,2016-12-01,SuperWASP-South
3980,WASP-141,b,WASP-141 b,Transit,0,1,3.310651,10.0850008,0.0,87.6,0.002567067,Mass,1.21,1.98,0,0,0,0,04h47m17.86s,71.824409,-17d06m54.6s,-17.115154,570.0,524.3,12.4,V (Johnson),12.482000000000001,5900.0,1.25,1.37,2016-12-01,SuperWASP-South
3981,WASP-142,b,WASP-142 b,Transit,0,1,2.052868,7.4616104000000005,0.0,80.2,0.000801612,Mass,1.53,0.31,0,0,0,0,09h22m01.53s,140.506393,-23d56m46.2s,-23.946169,840.0,746.14,12.3,V (Johnson),12.757,6010.0,1.33,1.64,2016-12-01,SuperWASP-South
3982,WASP-144,b,WASP-144 b,Transit,0,1,2.2783152,6.795011200000001,0.0,86.9,0.000419892,Mass,0.85,0.95,0,0,0,0,21h23m03.09s,320.762878,-40d02m54.4s,-40.048443,358.72,358.72,,,12.915,5200.0,0.81,0.81,2018-10-26,SuperWASP-South
3983,WASP-145 A,b,WASP-145 A b,Transit,0,1,1.7690381,5.6123352,0.0,83.3,0.0008493270000000001,Mass,0.9,1.6,0,0,0,0,21h29m00.90s,322.253754,-58d50m10.1s,-58.83614,91.54,91.54,,,11.357999999999999,4900.0,0.76,0.68,2018-10-26,SuperWASP-South
3984,WASP-147,b,WASP-147 b,Transit,0,1,4.60273,11.8052568,0.0,87.9,0.00026243250000000006,Mass,1.115,0.263,0,0,0,0,23h56m45.97s,359.191528,-22d09m11.4s,-22.153164,426.0,441.48,,,12.183,5702.0,1.04,1.43,2018-11-01,SuperWASP-South
3986,WASP-150,b,WASP-150 b,Transit,0,1,5.644207,14.923220800000001,0.3775,84.01,0.008073378,Mass,1.07,8.54,0,0,0,1,17h37m03.14s,264.263083,+53d01m16.4s,53.021221999999995,536.14,536.14,12.03,V (Johnson),11.915,6218.0,1.39,1.65,2020-05-21,SuperWASP-North
3987,WASP-151,b,WASP-151 b,Transit,0,1,4.533471,11.82676,0.003,89.2,0.000295833,Mass,1.13,0.29,0,0,1,0,23h16m15.23s,349.063446,+00d18m24.3s,0.306743,458.91,458.91,12.795,V (Johnson),12.628,5871.0,1.08,1.14,2017-10-26,SuperWASP-South
3988,WASP-153,b,WASP-153 b,Transit,0,1,3.332609,10.321536,0.009,84.1,0.000372177,Mass,1.55,0.15,0,0,0,0,18h37m02.97s,279.26239,+40d01m07.4s,40.018723,430.0,620.99,12.8,V (Johnson),12.497,5914.0,1.34,1.73,2017-10-26,SuperWASP
